Title,Author,Average Rating,Rating,Year Published
"The Power Of Positive Thinking: A Self-Help Guide on How to Overcome Negativity, Adversity, Depression and Change Your Life",Michael Dyer,3.75,12,0
Better!: Self Help For The Rest of Us,Terry Lancaster,4.50,16,0
"Self Esteem: You Don't Need a Workbook, You Need a Change of Perspective. Stop Looking for Ten Steps and Start Changing Your Life (Self Help Book 1)",Michelle Kade,4.78,9,0
Compulsive Hoarding: Self Help ~ The Ultimate Guide to Help You Stop Hoarding and Defeat Hoarding Disorder Once and For All,Anne C. Mapehrson,3.17,6,2014
"Overcoming Depersonalisation and Feelings of Unreality, 2nd Edition: A self-help guide using cognitive behavioural techniques (Overcoming Books)",Dawn Baker,3.82,11,0
The Self-Help Smorgasbord,Knock Knock,2.25,4,2012
"Vagus Nerve: Access your Body’s Natural Healing Power!: Self Help Techniques and Exercises to Activate Your Vagus Nerve Stimulation, Overcoming Anxiety, Trauma, Chronic Illness, Depression and More.",Stephen W. Rosen,2.90,10,0
The Self-Help Way to Treat Colitis and Other IBS Conditions,DeLamar Gibbons,3.08,12,1998
"Self Help: A Short Simple Guide To Get You Started On The Journey Of Self Improvement (Self Help Books, Self Help For Women, Self Help For Men, Motivation)",Roy Williams,3.40,5,0
"Recovery From Narcissistic Abuse, Codependency & Gaslighting, Trauma Bonds & Complex-PTSD: Break Free from Toxic Relationships, Overcome Fear & Guilt, ... Full of Joy (5in1). (Self-Help Books)",Vivian Mills,4.50,2,0
Yes You Can: Timeless Advice from Self-Help Experts,Jennifer McKnight-Trontz,3.12,8,2000
Pain Relief without Drugs: A Self-Help Guide for Chronic Pain and Trauma,Jan Sadler,4.00,7,2007
Surviving Narcissistic Abuse (e-Self help series),Linda Basson,3.45,11,2013
"Dark Psychology and Body Language: How to Explore the Secrets of the Mind, NLP and body language, dark psychology and emotional Manipulation (Self Help ... NLP Dark Psychology Techniques Book 2)",Stephen Tower,4.23,13,0
"Summary and Analysis of The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness by Morgan Housel (Book Tigers Self Help and Success Summaries)",Book Tigers,4.20,5,0
The Chinese Way to Health: A Self-Help Guide to Traditional Chinese Medicine,Stephen Gascoigne,3.83,6,1997
Depression Self Help: How To Overcome Depression For Life,Sarah Palmer,3.12,8,2015
Best of Tinkle Digest Comics | Pack of 5 Books | Single Digest | Tales from Suppandi and Tantri Mantri inside Paperback – 1 January 2018,Rajni Thindiath (Author) Self Help (1 January 2018),4.00,1,0
"VAGUS NERVE: Natural Healing Stimulation Through Activities and Specific Exercises: Self Help Guide to Free Yourself From Anxiety, Depression, Trauma, ... Inflammation and Autoimmunity for Beginners",Habib Porges,4.33,3,0
Sex Games: What Men Really Think About Sex Partners,Raphael Schwartz,3.50,6,2014
"How I took control of Lichen Sclerosis, and stopped it controlling me: A self-tested, self-help guide and solution: from one sufferer to another",D.A.  Lewis,3.00,12,2014
Treat Your Own Knees: A Self-help Treatment Plan to Fully Rehabilitate 26 Common Knee Injuries and Conditions,Brad  Walker,3.80,10,2011
Procrastination - How To Overcome Procrastination And Get Things Done Now,Patrick Cogen,3.44,9,2014
Compulsive Hoarding: Self Help ~ The Ultimate Guide to Help You Stop Hoarding and Defeat Hoarding Disorder Once and For All,Anne C. Mapehrson,3.17,6,2014
"Overcoming Depersonalisation and Feelings of Unreality, 2nd Edition: A self-help guide using cognitive behavioural techniques (Overcoming Books)",Dawn Baker,3.82,11,0
The Self-Help Smorgasbord,Knock Knock,2.25,4,2012
"Vagus Nerve: Access your Body’s Natural Healing Power!: Self Help Techniques and Exercises to Activate Your Vagus Nerve Stimulation, Overcoming Anxiety, Trauma, Chronic Illness, Depression and More.",Stephen W. Rosen,2.90,10,0
The Self-Help Way to Treat Colitis and Other IBS Conditions,DeLamar Gibbons,3.08,12,1998
"Self Help: A Short Simple Guide To Get You Started On The Journey Of Self Improvement (Self Help Books, Self Help For Women, Self Help For Men, Motivation)",Roy Williams,3.40,5,0
"Recovery From Narcissistic Abuse, Codependency & Gaslighting, Trauma Bonds & Complex-PTSD: Break Free from Toxic Relationships, Overcome Fear & Guilt, ... Full of Joy (5in1). (Self-Help Books)",Vivian Mills,4.50,2,0
Yes You Can: Timeless Advice from Self-Help Experts,Jennifer McKnight-Trontz,3.12,8,2000
Pain Relief without Drugs: A Self-Help Guide for Chronic Pain and Trauma,Jan Sadler,4.00,7,2007
Surviving Narcissistic Abuse (e-Self help series),Linda Basson,3.45,11,2013
"Dark Psychology and Body Language: How to Explore the Secrets of the Mind, NLP and body language, dark psychology and emotional Manipulation (Self Help ... NLP Dark Psychology Techniques Book 2)",Stephen Tower,4.23,13,0
"Summary and Analysis of The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness by Morgan Housel (Book Tigers Self Help and Success Summaries)",Book Tigers,4.20,5,0
The Chinese Way to Health: A Self-Help Guide to Traditional Chinese Medicine,Stephen Gascoigne,3.83,6,1997
Best of Tinkle Digest Comics | Pack of 5 Books | Single Digest | Tales from Suppandi and Tantri Mantri inside Paperback – 1 January 2018,Rajni Thindiath (Author) Self Help (1 January 2018),4.00,1,0
Depression Self Help: How To Overcome Depression For Life,Sarah Palmer,3.12,8,2015
"VAGUS NERVE: Natural Healing Stimulation Through Activities and Specific Exercises: Self Help Guide to Free Yourself From Anxiety, Depression, Trauma, ... Inflammation and Autoimmunity for Beginners",Habib Porges,4.33,3,0
Sex Games: What Men Really Think About Sex Partners,Raphael Schwartz,3.50,6,2014
"How I took control of Lichen Sclerosis, and stopped it controlling me: A self-tested, self-help guide and solution: from one sufferer to another",D.A.  Lewis,3.00,12,2014
Treat Your Own Knees: A Self-help Treatment Plan to Fully Rehabilitate 26 Common Knee Injuries and Conditions,Brad  Walker,3.80,10,2011
Procrastination - How To Overcome Procrastination And Get Things Done Now,Patrick Cogen,3.44,9,2014
Compulsive Hoarding: Self Help ~ The Ultimate Guide to Help You Stop Hoarding and Defeat Hoarding Disorder Once and For All,Anne C. Mapehrson,3.17,6,2014
"Overcoming Depersonalisation and Feelings of Unreality, 2nd Edition: A self-help guide using cognitive behavioural techniques (Overcoming Books)",Dawn Baker,3.82,11,0
The Self-Help Smorgasbord,Knock Knock,2.25,4,2012
"Vagus Nerve: Access your Body’s Natural Healing Power!: Self Help Techniques and Exercises to Activate Your Vagus Nerve Stimulation, Overcoming Anxiety, Trauma, Chronic Illness, Depression and More.",Stephen W. Rosen,2.90,10,0
The Self-Help Way to Treat Colitis and Other IBS Conditions,DeLamar Gibbons,3.08,12,1998
"Self Help: A Short Simple Guide To Get You Started On The Journey Of Self Improvement (Self Help Books, Self Help For Women, Self Help For Men, Motivation)",Roy Williams,3.40,5,0
"Recovery From Narcissistic Abuse, Codependency & Gaslighting, Trauma Bonds & Complex-PTSD: Break Free from Toxic Relationships, Overcome Fear & Guilt, ... Full of Joy (5in1). (Self-Help Books)",Vivian Mills,4.50,2,0
Yes You Can: Timeless Advice from Self-Help Experts,Jennifer McKnight-Trontz,3.12,8,2000
Pain Relief without Drugs: A Self-Help Guide for Chronic Pain and Trauma,Jan Sadler,4.00,7,2007
Surviving Narcissistic Abuse (e-Self help series),Linda Basson,3.45,11,2013
Compulsive Hoarding: Self Help ~ The Ultimate Guide to Help You Stop Hoarding and Defeat Hoarding Disorder Once and For All,Anne C. Mapehrson,3.17,6,2014
"Overcoming Depersonalisation and Feelings of Unreality, 2nd Edition: A self-help guide using cognitive behavioural techniques (Overcoming Books)",Dawn Baker,3.82,11,0
The Self-Help Smorgasbord,Knock Knock,2.25,4,2012
"Vagus Nerve: Access your Body’s Natural Healing Power!: Self Help Techniques and Exercises to Activate Your Vagus Nerve Stimulation, Overcoming Anxiety, Trauma, Chronic Illness, Depression and More.",Stephen W. Rosen,2.90,10,0
The Self-Help Way to Treat Colitis and Other IBS Conditions,DeLamar Gibbons,3.08,12,1998
"Self Help: A Short Simple Guide To Get You Started On The Journey Of Self Improvement (Self Help Books, Self Help For Women, Self Help For Men, Motivation)",Roy Williams,3.40,5,0
"Recovery From Narcissistic Abuse, Codependency & Gaslighting, Trauma Bonds & Complex-PTSD: Break Free from Toxic Relationships, Overcome Fear & Guilt, ... Full of Joy (5in1). (Self-Help Books)",Vivian Mills,4.50,2,0
Yes You Can: Timeless Advice from Self-Help Experts,Jennifer McKnight-Trontz,3.12,8,2000
Pain Relief without Drugs: A Self-Help Guide for Chronic Pain and Trauma,Jan Sadler,4.00,7,2007
Surviving Narcissistic Abuse (e-Self help series),Linda Basson,3.45,11,2013
Yes You Can: Timeless Advice from Self-Help Experts,Jennifer McKnight-Trontz,3.12,8,2000
Pain Relief without Drugs: A Self-Help Guide for Chronic Pain and Trauma,Jan Sadler,4.00,7,2007
"Anxiety: Anxiety Management & Relief starts here: No more Fear, Insecurity, Imperfection, Anxiety and Depression. Restore your life TODAY! (anxiety workbook, ... mental toughness, anxiety self help)",SBG Mental Health Club,3.50,8,2014
"EMDR Therapy Workbook: Self-Help Techniques for Overcoming Anxiety, Anger, Depression, Stress and Emotional Trauma, thanks to the Eye Movement Desensitization and Reprocessing (EMDR) Therapy",Anthony Russell,1.67,3,0
"The Power Of Positive Thinking: A Self-Help Guide on How to Overcome Negativity, Adversity, Depression and Change Your Life",Michael Dyer,3.75,12,0
Better!: Self Help For The Rest of Us,Terry Lancaster,4.50,16,0
Procrastination - How To Overcome Procrastination And Get Things Done Now,Patrick Cogen,3.44,9,2014
Secrets To Becoming A Memory Genius: Easy Ways To Improve Your Memory,Sarah Riedel,2.10,10,2014
Treat Your Own Knees: A Self-help Treatment Plan to Fully Rehabilitate 26 Common Knee Injuries and Conditions,Brad  Walker,3.80,10,2011
"Self Esteem: You Don't Need a Workbook, You Need a Change of Perspective. Stop Looking for Ten Steps and Start Changing Your Life (Self Help Book 1)",Michelle Kade,4.78,9,0
Yes You Can: Timeless Advice from Self-Help Experts,Jennifer McKnight-Trontz,3.12,8,2000
Pain Relief without Drugs: A Self-Help Guide for Chronic Pain and Trauma,Jan Sadler,4.00,7,2007
"Anxiety: Anxiety Management & Relief starts here: No more Fear, Insecurity, Imperfection, Anxiety and Depression. Restore your life TODAY! (anxiety workbook, ... mental toughness, anxiety self help)",SBG Mental Health Club,3.50,8,2014
"EMDR Therapy Workbook: Self-Help Techniques for Overcoming Anxiety, Anger, Depression, Stress and Emotional Trauma, thanks to the Eye Movement Desensitization and Reprocessing (EMDR) Therapy",Anthony Russell,1.67,3,0
"The Power Of Positive Thinking: A Self-Help Guide on How to Overcome Negativity, Adversity, Depression and Change Your Life",Michael Dyer,3.75,12,0
Better!: Self Help For The Rest of Us,Terry Lancaster,4.50,16,0
Procrastination - How To Overcome Procrastination And Get Things Done Now,Patrick Cogen,3.44,9,2014
Secrets To Becoming A Memory Genius: Easy Ways To Improve Your Memory,Sarah Riedel,2.10,10,2014
Treat Your Own Knees: A Self-help Treatment Plan to Fully Rehabilitate 26 Common Knee Injuries and Conditions,Brad  Walker,3.80,10,2011
"Self Esteem: You Don't Need a Workbook, You Need a Change of Perspective. Stop Looking for Ten Steps and Start Changing Your Life (Self Help Book 1)",Michelle Kade,4.78,9,0
Yes You Can: Timeless Advice from Self-Help Experts,Jennifer McKnight-Trontz,3.12,8,2000
Pain Relief without Drugs: A Self-Help Guide for Chronic Pain and Trauma,Jan Sadler,4.00,7,2007
"Anxiety: Anxiety Management & Relief starts here: No more Fear, Insecurity, Imperfection, Anxiety and Depression. Restore your life TODAY! (anxiety workbook, ... mental toughness, anxiety self help)",SBG Mental Health Club,3.50,8,2014
"EMDR Therapy Workbook: Self-Help Techniques for Overcoming Anxiety, Anger, Depression, Stress and Emotional Trauma, thanks to the Eye Movement Desensitization and Reprocessing (EMDR) Therapy",Anthony Russell,1.67,3,0
"The Power Of Positive Thinking: A Self-Help Guide on How to Overcome Negativity, Adversity, Depression and Change Your Life",Michael Dyer,3.75,12,0
Better!: Self Help For The Rest of Us,Terry Lancaster,4.50,16,0
Procrastination - How To Overcome Procrastination And Get Things Done Now,Patrick Cogen,3.44,9,2014
Secrets To Becoming A Memory Genius: Easy Ways To Improve Your Memory,Sarah Riedel,2.10,10,2014
Treat Your Own Knees: A Self-help Treatment Plan to Fully Rehabilitate 26 Common Knee Injuries and Conditions,Brad  Walker,3.80,10,2011
"Self Esteem: You Don't Need a Workbook, You Need a Change of Perspective. Stop Looking for Ten Steps and Start Changing Your Life (Self Help Book 1)",Michelle Kade,4.78,9,0
"Dark Psychology and Body Language: How to Explore the Secrets of the Mind, NLP and body language, dark psychology and emotional Manipulation (Self Help ... NLP Dark Psychology Techniques Book 2)",Stephen Tower,4.23,13,0
"Summary and Analysis of The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness by Morgan Housel (Book Tigers Self Help and Success Summaries)",Book Tigers,4.20,5,0
The Chinese Way to Health: A Self-Help Guide to Traditional Chinese Medicine,Stephen Gascoigne,3.83,6,1997
Best of Tinkle Digest Comics | Pack of 5 Books | Single Digest | Tales from Suppandi and Tantri Mantri inside Paperback – 1 January 2018,Rajni Thindiath (Author) Self Help (1 January 2018),4.00,1,0
Depression Self Help: How To Overcome Depression For Life,Sarah Palmer,3.12,8,2015
"VAGUS NERVE: Natural Healing Stimulation Through Activities and Specific Exercises: Self Help Guide to Free Yourself From Anxiety, Depression, Trauma, ... Inflammation and Autoimmunity for Beginners",Habib Porges,4.33,3,0
Sex Games: What Men Really Think About Sex Partners,Raphael Schwartz,3.50,6,2014
"How I took control of Lichen Sclerosis, and stopped it controlling me: A self-tested, self-help guide and solution: from one sufferer to another",D.A.  Lewis,3.00,12,2014
Treat Your Own Knees: A Self-help Treatment Plan to Fully Rehabilitate 26 Common Knee Injuries and Conditions,Brad  Walker,3.80,10,2011
Procrastination - How To Overcome Procrastination And Get Things Done Now,Patrick Cogen,3.44,9,2014
Procrastination - How To Overcome Procrastination And Get Things Done Now,Patrick Cogen,3.44,9,2014
Secrets To Becoming A Memory Genius: Easy Ways To Improve Your Memory,Sarah Riedel,2.10,10,2014
Treat Your Own Knees: A Self-help Treatment Plan to Fully Rehabilitate 26 Common Knee Injuries and Conditions,Brad  Walker,3.80,10,2011
"EMDR Therapy Workbook: Self-Help Techniques for Overcoming Anxiety, Anger, Depression, Stress and Emotional Trauma, thanks to the Eye Movement Desensitization and Reprocessing (EMDR) Therapy",Anthony Russell,1.67,3,0
"The Power Of Positive Thinking: A Self-Help Guide on How to Overcome Negativity, Adversity, Depression and Change Your Life",Michael Dyer,3.75,12,0
Better!: Self Help For The Rest of Us,Terry Lancaster,4.50,16,0
Teach Yourself Confidence and Social Skills,Paul Jenner,3.58,12,2009
The Ultimate Self-help Book: 31 Days In Proverbs,Al Fike,3.92,12,2004
"Self Esteem: You Don't Need a Workbook, You Need a Change of Perspective. Stop Looking for Ten Steps and Start Changing Your Life (Self Help Book 1)",Michelle Kade,4.78,9,0
"Dealing With Depression: How To Rise From A Prison Of Depression, Social Anxiety, Negativity-Why This Journey is Like Crawling From A Pit (Depression Help, ... Self Help, Depression Free, Book 5)",Melissa Madison,3.50,6,2013
"Dark Psychology and Body Language: How to Explore the Secrets of the Mind, NLP and body language, dark psychology and emotional Manipulation (Self Help ... NLP Dark Psychology Techniques Book 2)",Stephen Tower,4.23,13,0
"Summary and Analysis of The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness by Morgan Housel (Book Tigers Self Help and Success Summaries)",Book Tigers,4.20,5,0
The Chinese Way to Health: A Self-Help Guide to Traditional Chinese Medicine,Stephen Gascoigne,3.83,6,1997
Best of Tinkle Digest Comics | Pack of 5 Books | Single Digest | Tales from Suppandi and Tantri Mantri inside Paperback – 1 January 2018,Rajni Thindiath (Author) Self Help (1 January 2018),4.00,1,0
Depression Self Help: How To Overcome Depression For Life,Sarah Palmer,3.12,8,2015
"VAGUS NERVE: Natural Healing Stimulation Through Activities and Specific Exercises: Self Help Guide to Free Yourself From Anxiety, Depression, Trauma, ... Inflammation and Autoimmunity for Beginners",Habib Porges,4.33,3,0
Sex Games: What Men Really Think About Sex Partners,Raphael Schwartz,3.50,6,2014
"How I took control of Lichen Sclerosis, and stopped it controlling me: A self-tested, self-help guide and solution: from one sufferer to another",D.A.  Lewis,3.00,12,2014
Treat Your Own Knees: A Self-help Treatment Plan to Fully Rehabilitate 26 Common Knee Injuries and Conditions,Brad  Walker,3.80,10,2011
Procrastination - How To Overcome Procrastination And Get Things Done Now,Patrick Cogen,3.44,9,2014
Compulsive Hoarding: Self Help ~ The Ultimate Guide to Help You Stop Hoarding and Defeat Hoarding Disorder Once and For All,Anne C. Mapehrson,3.17,6,2014
"Overcoming Depersonalisation and Feelings of Unreality, 2nd Edition: A self-help guide using cognitive behavioural techniques (Overcoming Books)",Dawn Baker,3.82,11,0
The Self-Help Smorgasbord,Knock Knock,2.25,4,2012
"Vagus Nerve: Access your Body’s Natural Healing Power!: Self Help Techniques and Exercises to Activate Your Vagus Nerve Stimulation, Overcoming Anxiety, Trauma, Chronic Illness, Depression and More.",Stephen W. Rosen,2.90,10,0
The Self-Help Way to Treat Colitis and Other IBS Conditions,DeLamar Gibbons,3.08,12,1998
"Self Help: A Short Simple Guide To Get You Started On The Journey Of Self Improvement (Self Help Books, Self Help For Women, Self Help For Men, Motivation)",Roy Williams,3.40,5,0
"Recovery From Narcissistic Abuse, Codependency & Gaslighting, Trauma Bonds & Complex-PTSD: Break Free from Toxic Relationships, Overcome Fear & Guilt, ... Full of Joy (5in1). (Self-Help Books)",Vivian Mills,4.50,2,0
Yes You Can: Timeless Advice from Self-Help Experts,Jennifer McKnight-Trontz,3.12,8,2000
Pain Relief without Drugs: A Self-Help Guide for Chronic Pain and Trauma,Jan Sadler,4.00,7,2007
Surviving Narcissistic Abuse (e-Self help series),Linda Basson,3.45,11,2013
"Dark Psychology and Body Language: How to Explore the Secrets of the Mind, NLP and body language, dark psychology and emotional Manipulation (Self Help ... NLP Dark Psychology Techniques Book 2)",Stephen Tower,4.23,13,0
"Summary and Analysis of The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness by Morgan Housel (Book Tigers Self Help and Success Summaries)",Book Tigers,4.20,5,0
The Chinese Way to Health: A Self-Help Guide to Traditional Chinese Medicine,Stephen Gascoigne,3.83,6,1997
Best of Tinkle Digest Comics | Pack of 5 Books | Single Digest | Tales from Suppandi and Tantri Mantri inside Paperback – 1 January 2018,Rajni Thindiath (Author) Self Help (1 January 2018),4.00,1,0
Depression Self Help: How To Overcome Depression For Life,Sarah Palmer,3.12,8,2015
"VAGUS NERVE: Natural Healing Stimulation Through Activities and Specific Exercises: Self Help Guide to Free Yourself From Anxiety, Depression, Trauma, ... Inflammation and Autoimmunity for Beginners",Habib Porges,4.33,3,0
Sex Games: What Men Really Think About Sex Partners,Raphael Schwartz,3.50,6,2014
"How I took control of Lichen Sclerosis, and stopped it controlling me: A self-tested, self-help guide and solution: from one sufferer to another",D.A.  Lewis,3.00,12,2014
Treat Your Own Knees: A Self-help Treatment Plan to Fully Rehabilitate 26 Common Knee Injuries and Conditions,Brad  Walker,3.80,10,2011
Procrastination - How To Overcome Procrastination And Get Things Done Now,Patrick Cogen,3.44,9,2014
Treat Your Own Knees: A Self-help Treatment Plan to Fully Rehabilitate 26 Common Knee Injuries and Conditions,Brad  Walker,3.80,10,2011
"EMDR Therapy Workbook: Self-Help Techniques for Overcoming Anxiety, Anger, Depression, Stress and Emotional Trauma, thanks to the Eye Movement Desensitization and Reprocessing (EMDR) Therapy",Anthony Russell,1.67,3,0
"The Power Of Positive Thinking: A Self-Help Guide on How to Overcome Negativity, Adversity, Depression and Change Your Life",Michael Dyer,3.75,12,0
Better!: Self Help For The Rest of Us,Terry Lancaster,4.50,16,0
Teach Yourself Confidence and Social Skills,Paul Jenner,3.58,12,2009
The Ultimate Self-help Book: 31 Days In Proverbs,Al Fike,3.92,12,2004
"Self Esteem: You Don't Need a Workbook, You Need a Change of Perspective. Stop Looking for Ten Steps and Start Changing Your Life (Self Help Book 1)",Michelle Kade,4.78,9,0
Yes You Can: Timeless Advice from Self-Help Experts,Jennifer McKnight-Trontz,3.12,8,2000
Pain Relief without Drugs: A Self-Help Guide for Chronic Pain and Trauma,Jan Sadler,4.00,7,2007
"Dealing With Depression: How To Rise From A Prison Of Depression, Social Anxiety, Negativity-Why This Journey is Like Crawling From A Pit (Depression Help, ... Self Help, Depression Free, Book 5)",Melissa Madison,3.50,6,2013
Compulsive Hoarding: Self Help ~ The Ultimate Guide to Help You Stop Hoarding and Defeat Hoarding Disorder Once and For All,Anne C. Mapehrson,3.17,6,2014
"Overcoming Depersonalisation and Feelings of Unreality, 2nd Edition: A self-help guide using cognitive behavioural techniques (Overcoming Books)",Dawn Baker,3.82,11,0
The Self-Help Smorgasbord,Knock Knock,2.25,4,2012
"Vagus Nerve: Access your Body’s Natural Healing Power!: Self Help Techniques and Exercises to Activate Your Vagus Nerve Stimulation, Overcoming Anxiety, Trauma, Chronic Illness, Depression and More.",Stephen W. Rosen,2.90,10,0
The Self-Help Way to Treat Colitis and Other IBS Conditions,DeLamar Gibbons,3.08,12,1998
"Self Help: A Short Simple Guide To Get You Started On The Journey Of Self Improvement (Self Help Books, Self Help For Women, Self Help For Men, Motivation)",Roy Williams,3.40,5,0
"Recovery From Narcissistic Abuse, Codependency & Gaslighting, Trauma Bonds & Complex-PTSD: Break Free from Toxic Relationships, Overcome Fear & Guilt, ... Full of Joy (5in1). (Self-Help Books)",Vivian Mills,4.50,2,0
Yes You Can: Timeless Advice from Self-Help Experts,Jennifer McKnight-Trontz,3.12,8,2000
Pain Relief without Drugs: A Self-Help Guide for Chronic Pain and Trauma,Jan Sadler,4.00,7,2007
Surviving Narcissistic Abuse (e-Self help series),Linda Basson,3.45,11,2013
Compulsive Hoarding: Self Help ~ The Ultimate Guide to Help You Stop Hoarding and Defeat Hoarding Disorder Once and For All,Anne C. Mapehrson,3.17,6,2014
"Overcoming Depersonalisation and Feelings of Unreality, 2nd Edition: A self-help guide using cognitive behavioural techniques (Overcoming Books)",Dawn Baker,3.82,11,0
The Self-Help Smorgasbord,Knock Knock,2.25,4,2012
"Vagus Nerve: Access your Body’s Natural Healing Power!: Self Help Techniques and Exercises to Activate Your Vagus Nerve Stimulation, Overcoming Anxiety, Trauma, Chronic Illness, Depression and More.",Stephen W. Rosen,2.90,10,0
The Self-Help Way to Treat Colitis and Other IBS Conditions,DeLamar Gibbons,3.08,12,1998
"Self Help: A Short Simple Guide To Get You Started On The Journey Of Self Improvement (Self Help Books, Self Help For Women, Self Help For Men, Motivation)",Roy Williams,3.40,5,0
"Recovery From Narcissistic Abuse, Codependency & Gaslighting, Trauma Bonds & Complex-PTSD: Break Free from Toxic Relationships, Overcome Fear & Guilt, ... Full of Joy (5in1). (Self-Help Books)",Vivian Mills,4.50,2,0
Yes You Can: Timeless Advice from Self-Help Experts,Jennifer McKnight-Trontz,3.12,8,2000
Pain Relief without Drugs: A Self-Help Guide for Chronic Pain and Trauma,Jan Sadler,4.00,7,2007
Surviving Narcissistic Abuse (e-Self help series),Linda Basson,3.45,11,2013
Better!: Self Help For The Rest of Us,Terry Lancaster,4.50,16,0
Procrastination - How To Overcome Procrastination And Get Things Done Now,Patrick Cogen,3.44,9,2014
Secrets To Becoming A Memory Genius: Easy Ways To Improve Your Memory,Sarah Riedel,2.10,10,2014
Treat Your Own Knees: A Self-help Treatment Plan to Fully Rehabilitate 26 Common Knee Injuries and Conditions,Brad  Walker,3.80,10,2011
Teach Yourself Confidence and Social Skills,Paul Jenner,3.58,12,2009
The Ultimate Self-help Book: 31 Days In Proverbs,Al Fike,3.92,12,2004
"Self Esteem: You Don't Need a Workbook, You Need a Change of Perspective. Stop Looking for Ten Steps and Start Changing Your Life (Self Help Book 1)",Michelle Kade,4.78,9,0
Yes You Can: Timeless Advice from Self-Help Experts,Jennifer McKnight-Trontz,3.12,8,2000
Pain Relief without Drugs: A Self-Help Guide for Chronic Pain and Trauma,Jan Sadler,4.00,7,2007
"Dealing With Depression: How To Rise From A Prison Of Depression, Social Anxiety, Negativity-Why This Journey is Like Crawling From A Pit (Depression Help, ... Self Help, Depression Free, Book 5)",Melissa Madison,3.50,6,2013
"Dark Psychology and Body Language: How to Explore the Secrets of the Mind, NLP and body language, dark psychology and emotional Manipulation (Self Help ... NLP Dark Psychology Techniques Book 2)",Stephen Tower,4.23,13,0
"Summary and Analysis of The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness by Morgan Housel (Book Tigers Self Help and Success Summaries)",Book Tigers,4.20,5,0
The Chinese Way to Health: A Self-Help Guide to Traditional Chinese Medicine,Stephen Gascoigne,3.83,6,1997
Best of Tinkle Digest Comics | Pack of 5 Books | Single Digest | Tales from Suppandi and Tantri Mantri inside Paperback – 1 January 2018,Rajni Thindiath (Author) Self Help (1 January 2018),4.00,1,0
"VAGUS NERVE: Natural Healing Stimulation Through Activities and Specific Exercises: Self Help Guide to Free Yourself From Anxiety, Depression, Trauma, ... Inflammation and Autoimmunity for Beginners",Habib Porges,4.33,3,0
Depression Self Help: How To Overcome Depression For Life,Sarah Palmer,3.12,8,2015
Sex Games: What Men Really Think About Sex Partners,Raphael Schwartz,3.50,6,2014
"How I took control of Lichen Sclerosis, and stopped it controlling me: A self-tested, self-help guide and solution: from one sufferer to another",D.A.  Lewis,3.00,12,2014
Treat Your Own Knees: A Self-help Treatment Plan to Fully Rehabilitate 26 Common Knee Injuries and Conditions,Brad  Walker,3.80,10,2011
Procrastination - How To Overcome Procrastination And Get Things Done Now,Patrick Cogen,3.44,9,2014
"Dark Psychology and Body Language: How to Explore the Secrets of the Mind, NLP and body language, dark psychology and emotional Manipulation (Self Help ... NLP Dark Psychology Techniques Book 2)",Stephen Tower,4.23,13,0
"Summary and Analysis of The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness by Morgan Housel (Book Tigers Self Help and Success Summaries)",Book Tigers,4.20,5,0
The Chinese Way to Health: A Self-Help Guide to Traditional Chinese Medicine,Stephen Gascoigne,3.83,6,1997
Best of Tinkle Digest Comics | Pack of 5 Books | Single Digest | Tales from Suppandi and Tantri Mantri inside Paperback – 1 January 2018,Rajni Thindiath (Author) Self Help (1 January 2018),4.00,1,0
"VAGUS NERVE: Natural Healing Stimulation Through Activities and Specific Exercises: Self Help Guide to Free Yourself From Anxiety, Depression, Trauma, ... Inflammation and Autoimmunity for Beginners",Habib Porges,4.33,3,0
Depression Self Help: How To Overcome Depression For Life,Sarah Palmer,3.12,8,2015
Sex Games: What Men Really Think About Sex Partners,Raphael Schwartz,3.50,6,2014
"How I took control of Lichen Sclerosis, and stopped it controlling me: A self-tested, self-help guide and solution: from one sufferer to another",D.A.  Lewis,3.00,12,2014
Treat Your Own Knees: A Self-help Treatment Plan to Fully Rehabilitate 26 Common Knee Injuries and Conditions,Brad  Walker,3.80,10,2011
Procrastination - How To Overcome Procrastination And Get Things Done Now,Patrick Cogen,3.44,9,2014
Compulsive Hoarding: Self Help ~ The Ultimate Guide to Help You Stop Hoarding and Defeat Hoarding Disorder Once and For All,Anne C. Mapehrson,3.17,6,2014
"Overcoming Depersonalisation and Feelings of Unreality, 2nd Edition: A self-help guide using cognitive behavioural techniques (Overcoming Books)",Dawn Baker,3.82,11,0
The Self-Help Smorgasbord,Knock Knock,2.25,4,2012
"Vagus Nerve: Access your Body’s Natural Healing Power!: Self Help Techniques and Exercises to Activate Your Vagus Nerve Stimulation, Overcoming Anxiety, Trauma, Chronic Illness, Depression and More.",Stephen W. Rosen,2.90,10,0
The Self-Help Way to Treat Colitis and Other IBS Conditions,DeLamar Gibbons,3.08,12,1998
"Self Help: A Short Simple Guide To Get You Started On The Journey Of Self Improvement (Self Help Books, Self Help For Women, Self Help For Men, Motivation)",Roy Williams,3.40,5,0
